,大卫·赫斯特,大卫·菲利普斯,大卫·怀特,李·查普曼,保罗·威尔金森,阿兰·希勒,埃里克·坎通纳,布莱恩·迪恩,莱斯·费迪南德,达利安·阿特金森,马克·罗宾斯,埃迪·麦戈德里克,约翰·威廉姆斯,莫·约翰斯通,马修·勒蒂希埃,沃伦·巴顿,彼得·比尔兹利,格雷厄姆·斯图尔特,马克·沃尔特斯,尼克·亨利,克里斯·基沃姆亚,加文·约翰逊,伯尼·斯拉文,迪恩·霍兹沃斯,埃里克·扬,米克·哈福德,鲁尔·福克斯,马克·休斯,加里·帕克,米奇·金,加里·班尼斯特,贡纳·哈勒,李·鲍维,伊恩·赖特,格雷姆·夏普,扬·莫尔比,罗伯特·瓦日查,巴里·霍恩,加里·斯皮德,马克·布莱特,迈克·米利根,伊恩·克鲁克,尼格尔·克拉夫,加雷斯·索斯盖特,安迪·伊姆佩,保罗·比斯利,大卫·巴德斯利,维尼·琼斯,埃迪·纽顿,丹尼·威尔逊,迪恩·桑德斯,克里斯·阿姆斯特朗,约翰·沃克,汤米·赖特,罗比·厄尔,伊恩·奥尔尼,戈登·杜里,安迪·辛顿,米歇尔·冯克,马克·阿特金斯,特迪·谢林汉姆,约翰·法沙努,威利·法尔科纳,瑞恩·吉格斯,史蒂夫·布鲁斯,伊恩·多维,阿兰·克纳汉,杰森·多泽尔,彼得·恩德洛武,唐·哈奇森,迈克·谢伦,阿德里安·利特约翰,加里·潘里斯,斯图尔特·里普利,罗尼·罗森塔尔,史蒂夫·麦克马纳曼,布莱恩·麦克莱尔,保罗·默森,安迪·汤森,米克·奎因,约翰·亨德里,加里·麦卡利斯特,凯文·加拉切尔,托尼·科蒂,尼埃尔·奎因,布拉德利·艾伦,克里斯·萨顿,尼尔·亚当斯,迈克·纽维尔,尼克·巴姆比,伊恩·拉什,德怀特·约克,罗德·华莱士,约翰·斯宾塞,安迪·科尔 ,罗伊·基恩,凯文·坎贝尔,达伦·安德顿,埃凡·埃科库,伊恩·马歇尔,马克·斯坦,保罗·因斯,克里斯·巴特-威廉斯,特雷沃·莫利,沃森·戈登,罗比·福勒,保罗·里德奥特,安德烈·坎切尔斯基,斯坦·科利莫尔,乌韦·罗斯勒,尤尔根·克林斯曼 ,罗伯特·李,托尼·耶博阿,迪昂·达布林 ,盖伊·惠廷汉姆,布莱恩·罗伊,朱利安·迪克斯,丹尼斯·博格坎普,约翰·哈特森,丹尼斯·怀斯 ,约翰·巴恩斯,邓肯·弗格森,萨沃·米洛舍维奇,诺埃尔·惠兰,保罗·斯科尔斯,迈克尔·欧文,奥莱·索尔斯克亚,哈塞尔巴因克,蒂姆·舍伍德,马库斯·盖尔,朱利安·约希姆,埃米尔·赫斯基 ,大卫·贝克汉姆 ,保罗·万乔普,保罗·迪卡尼奥 ,吉安弗兰科·佐拉,凯文·菲利普斯,蒂埃里·亨利,古斯塔沃·波耶特,特雷沃·辛克莱尔,詹姆斯·比蒂,马克·维杜卡,鲁德·范尼斯特鲁伊,哈里·科威尔,杰森·尤尔,尼古拉·阿内尔卡,罗比·基恩,罗伯特·皮雷斯,弗兰克·兰帕德,埃聚尔·古德约翰森,杰梅因·迪福 ,克雷格·贝拉米,韦恩·鲁尼,雅库布,路易斯·萨哈,克里斯蒂亚诺·罗纳尔多,史蒂文·杰拉德,凯文·戴维斯,迪迪埃·德罗巴,达伦·本特,埃曼纽尔·阿德巴约,彼得·克劳奇,费尔南多·托雷斯,迪米塔尔·贝尔巴托夫,卡洛斯·特维斯,罗宾·范佩西,加布里埃尔·阿邦拉霍,凯文·诺兰,路易斯·苏亚雷斯,塞尔吉奥·阿圭罗,丹尼尔·斯图里奇,罗梅卢·卢卡库,哈里·凯恩,奧利弗·吉鲁,埃登·阿扎尔,杰米·瓦尔迪,萨迪奥·马内,拉希姆·斯特林,穆罕默德·萨拉赫,克里斯蒂安·本特克
Apr-98,43,0,0,0,0,139,70,47,105,0,0,0,0,0,89,0,58,31,0,0,0,0,0,60,0,0,33,60,0,0,0,0,0,104,0,0,0,0,38,49,0,0,0,0,0,0,0,0,0,0,42,48,0,0,37,0,0,0,0,0,84,0,0,44,0,33,0,0,35,0,0,0,0,0,0,37,0,28,0,0,0,30,47,53,32,0,76,0,0,34,48,58,42,36,86,0,31,0,45,30,0,0,0,0,0,92,29,42,54,29,0,32,0,58,27,0,0,39,34,0,28,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-98,43,0,0,0,0,139,70,47,106,0,0,0,0,0,90,0,58,31,0,0,0,0,0,61,0,0,33,60,0,0,0,0,0,104,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,42,48,0,0,37,0,0,0,0,0,85,0,0,45,0,33,0,0,35,0,0,0,0,0,0,37,0,28,0,0,0,30,47,55,32,0,77,0,0,34,48,60,42,36,87,0,31,0,46,30,0,0,0,0,0,92,29,42,54,29,29,33,0,60,0,0,0,39,34,0,28,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-98,43,0,0,0,0,139,70,47,107,0,0,0,0,0,91,0,58,31,0,0,0,0,0,61,0,0,34,60,0,0,0,0,0,105,0,0,0,0,39,49,0,0,0,0,0,0,0,0,0,0,42,48,0,0,38,0,0,0,0,0,86,0,0,45,0,33,0,0,35,0,0,0,0,0,0,37,0,28,0,0,0,30,48,57,32,0,77,0,0,34,48,60,42,36,87,0,31,0,48,30,0,0,0,0,0,92,29,42,54,29,29,33,0,61,0,0,0,39,34,0,28,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-98,43,0,0,0,0,145,70,47,108,0,0,0,0,0,92,0,58,31,0,0,0,0,0,61,0,0,35,60,0,0,0,0,0,108,0,0,0,0,40,49,0,0,0,0,0,0,0,0,0,0,42,48,0,0,39,0,0,0,0,0,86,0,0,45,0,33,0,0,35,0,0,0,0,0,0,37,0,30,0,0,0,30,49,57,32,0,79,0,0,34,48,63,42,36,87,0,31,0,49,30,0,0,0,0,0,94,29,42,54,29,29,33,0,61,0,0,0,39,36,0,0,35,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-98,43,0,0,0,0,145,70,47,109,0,0,0,0,0,93,0,58,31,0,0,0,0,0,61,0,0,35,60,0,0,0,0,0,110,0,0,0,0,40,49,0,0,0,0,0,0,0,0,0,0,42,48,0,0,40,0,0,0,0,0,86,0,0,46,0,33,0,0,35,0,0,0,0,0,0,38,0,30,0,0,0,30,49,60,32,0,80,0,0,34,48,66,42,36,91,0,31,0,49,30,0,0,0,0,0,94,29,42,54,29,29,33,0,63,0,0,0,41,36,0,0,37,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-98,43,0,0,0,0,145,70,49,109,0,0,0,0,0,94,0,58,31,0,0,0,0,0,61,0,0,35,60,0,0,0,0,0,110,0,0,0,0,40,49,0,0,0,0,0,0,0,0,0,0,42,51,0,0,40,0,0,0,0,0,86,0,0,46,0,33,0,0,35,0,0,0,0,0,0,38,0,31,0,0,0,30,49,60,32,0,80,0,0,34,48,67,42,36,92,0,31,0,50,30,0,29,0,0,0,98,29,42,55,0,0,33,0,70,0,0,0,41,37,0,0,39,29,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-98,43,0,0,0,0,145,70,52,110,0,0,0,0,0,94,0,58,31,0,0,0,0,0,61,0,0,36,60,0,0,0,0,0,111,0,0,0,0,40,49,0,0,0,0,0,0,0,0,0,0,42,54,0,0,42,0,0,0,0,0,86,0,0,47,0,33,0,0,35,0,0,0,0,0,0,38,0,31,0,0,0,31,51,61,32,0,80,0,0,34,48,67,42,36,93,0,31,0,50,30,0,0,0,0,0,98,0,42,55,0,29,33,0,72,0,0,0,44,38,0,0,39,0,32,31,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-99,43,0,0,0,0,146,70,52,110,0,0,0,0,0,94,0,58,31,0,0,0,0,0,61,0,0,36,60,0,0,0,0,0,111,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,42,54,0,0,42,0,0,0,0,0,86,0,0,47,0,33,0,0,35,0,0,0,0,0,0,39,0,33,0,0,0,31,51,61,32,0,80,0,0,34,48,72,42,36,97,0,31,0,50,30,0,0,0,0,0,101,29,42,55,0,0,33,0,72,0,0,0,45,38,0,0,39,0,33,31,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-99,43,0,0,0,0,148,70,52,110,0,0,0,0,0,95,0,58,31,0,0,0,0,0,61,0,0,36,60,0,0,0,0,0,111,0,0,0,0,41,50,0,0,0,0,0,0,0,0,0,0,42,54,0,0,42,0,0,0,0,0,86,0,0,48,0,33,0,0,35,0,0,0,0,0,0,39,0,33,0,0,0,31,51,61,32,0,80,0,0,37,48,76,42,36,100,0,31,0,51,30,0,30,0,0,0,102,0,42,55,0,0,33,0,73,0,0,0,46,38,0,0,39,0,34,31,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-99,43,0,0,0,0,149,70,53,110,0,0,0,0,0,96,0,58,31,0,0,0,0,0,61,0,0,36,60,0,0,0,0,0,111,0,0,0,0,41,50,0,0,0,0,0,0,0,0,0,0,42,55,0,0,42,0,0,0,0,0,86,0,0,48,0,33,0,0,35,0,0,0,0,0,0,39,0,33,0,0,0,31,51,62,32,0,80,0,0,37,48,76,42,36,102,0,31,0,52,30,0,0,0,0,0,104,0,42,55,0,0,33,0,73,0,0,0,49,38,0,0,39,0,35,31,36,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-99,43,0,0,0,0,152,70,53,110,0,0,0,0,0,96,0,58,34,0,0,0,0,0,61,0,0,36,61,0,0,0,0,0,113,0,0,0,0,43,50,0,0,0,0,0,0,0,0,0,0,42,55,0,0,42,0,0,0,0,0,87,0,0,48,0,33,0,0,35,0,0,0,0,0,0,40,0,33,0,0,0,33,51,64,32,0,80,0,0,37,48,76,42,36,103,0,37,0,52,32,0,0,0,0,0,106,0,42,55,0,0,33,0,74,0,0,0,51,39,0,0,39,0,36,32,37,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-99,43,0,0,0,0,153,70,53,111,0,0,0,0,0,96,0,58,34,0,0,0,0,0,61,0,0,36,61,0,0,0,0,0,113,0,0,0,0,43,50,0,0,0,0,0,0,0,0,0,0,42,55,0,0,42,0,0,0,0,0,87,0,0,48,0,33,0,0,35,0,0,0,0,0,0,41,0,33,0,0,0,33,52,65,32,0,80,0,0,37,48,78,42,36,104,0,40,0,52,33,0,33,0,0,0,106,0,42,55,0,0,33,0,74,0,0,0,51,40,0,0,39,0,37,0,37,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-99,43,0,0,0,0,154,70,55,113,0,0,0,0,0,96,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,45,50,0,0,0,0,0,0,0,0,0,0,43,55,0,0,42,0,0,0,0,0,87,0,0,49,0,33,0,0,35,0,0,0,0,0,0,41,0,33,0,0,0,34,52,67,0,0,80,0,0,38,48,83,42,36,109,0,42,0,52,33,0,33,0,0,0,108,0,42,55,0,0,33,0,78,0,0,0,53,41,0,0,39,0,37,34,37,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-99,43,0,0,0,0,161,70,56,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,46,50,0,0,0,0,0,0,0,0,0,0,43,56,0,0,42,0,0,0,0,0,88,0,0,49,0,33,0,0,35,0,0,0,0,0,0,41,0,0,0,0,0,35,52,69,34,0,80,0,0,39,48,85,42,36,110,0,43,0,52,33,0,33,0,0,0,108,0,42,55,0,0,33,0,80,0,0,0,53,43,0,0,39,0,37,34,39,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-99,43,0,0,0,0,164,70,59,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,46,50,0,0,0,0,0,0,0,0,0,0,43,57,0,0,43,0,0,0,0,0,88,0,0,50,0,0,0,0,35,0,0,0,0,0,0,41,0,33,0,0,0,37,52,71,37,0,81,0,0,39,48,86,42,36,113,0,46,0,52,33,0,34,0,0,0,108,0,42,55,0,0,33,0,82,0,0,0,53,46,0,0,39,0,37,35,39,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-99,43,0,0,0,0,165,70,59,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,46,50,0,0,0,0,0,0,0,0,0,0,43,58,0,0,43,0,0,0,0,0,88,0,0,50,0,33,0,0,35,0,0,0,0,0,0,41,0,0,0,0,0,38,52,73,37,0,81,0,0,39,48,86,42,36,116,0,48,0,52,33,0,34,0,0,0,108,0,42,55,0,0,33,0,83,0,0,0,55,47,0,0,39,0,37,35,40,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-99,43,0,0,0,0,167,70,60,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,46,50,0,0,0,0,0,0,0,0,0,0,44,58,0,0,44,0,0,0,0,0,88,0,0,52,0,0,0,0,35,0,0,0,0,0,0,41,0,34,0,0,0,39,52,74,40,0,81,0,0,40,48,89,42,36,117,0,49,0,52,33,0,34,0,0,0,109,0,42,55,0,0,0,0,83,0,0,0,55,48,0,0,42,0,37,35,44,41,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-00,43,0,0,0,0,167,70,60,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,47,50,0,0,0,0,0,0,0,0,0,0,44,60,0,0,45,0,0,0,0,0,89,0,0,52,0,0,0,0,35,0,0,0,0,0,0,41,0,34,0,0,0,40,52,74,41,0,81,0,0,40,48,89,42,36,117,0,50,0,52,0,0,34,0,0,0,109,0,42,55,0,0,0,0,83,0,0,0,55,48,0,0,44,0,37,35,44,41,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-00,43,0,0,0,0,170,70,60,113,0,0,0,0,0,98,0,58,0,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,47,50,0,0,0,0,0,0,0,0,0,0,45,61,0,0,45,0,0,0,0,0,90,0,0,52,0,0,0,0,35,0,0,0,0,0,0,41,0,37,0,0,0,40,53,74,41,0,81,0,0,43,48,89,42,36,121,0,52,0,52,0,0,34,0,0,0,109,0,42,55,0,0,0,0,83,0,0,0,56,48,0,0,45,0,37,36,44,41,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-00,43,0,0,0,0,171,70,60,113,0,0,0,0,0,98,0,58,34,0,0,0,0,0,61,0,0,36,62,0,0,0,0,0,113,0,0,0,0,47,50,0,0,0,0,0,0,0,0,0,0,45,65,0,0,45,0,0,0,0,0,90,0,0,52,0,0,0,0,35,0,0,0,0,0,0,41,0,37,0,0,0,41,54,74,43,0,81,0,0,44,48,95,42,36,121,0,52,0,52,0,0,35,0,0,0,109,0,42,59,0,0,0,0,83,0,0,0,57,48,0,0,45,0,38,37,45,42,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-00,43,0,0,0,0,175,70,61,113,0,0,0,0,0,99,0,58,0,0,0,0,0,0,61,0,0,36,63,0,0,0,0,0,113,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,0,45,68,0,0,45,0,0,0,0,0,90,0,0,54,0,0,0,0,35,0,0,0,0,0,0,41,0,38,0,0,0,42,54,76,46,0,81,0,0,45,48,98,42,36,123,0,52,0,52,0,0,36,0,0,0,109,0,42,59,0,0,0,0,85,0,0,0,57,48,0,0,45,0,38,41,48,47,0,0,0,35,36,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-00,43,0,0,0,0,176,70,62,113,0,0,0,0,0,99,0,58,0,0,0,0,0,0,61,0,0,36,63,0,0,0,0,0,113,0,0,0,0,52,50,0,0,0,0,0,0,0,0,0,0,45,69,0,0,45,0,0,0,0,0,92,0,0,54,0,0,0,0,35,0,0,0,0,0,0,41,0,38,0,0,0,44,54,78,46,0,81,0,0,46,48,98,42,36,123,0,52,0,52,0,0,36,0,0,0,109,0,42,59,0,0,0,0,86,0,0,0,57,49,0,0,45,0,38,41,48,48,0,0,0,35,36,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-00,43,0,0,0,0,176,70,62,114,0,0,0,0,0,99,0,58,36,0,0,0,0,0,61,0,0,36,63,0,0,0,0,0,113,0,0,0,0,53,50,0,0,0,0,0,0,0,0,0,0,45,69,0,0,45,0,0,0,0,0,92,0,0,54,0,0,0,0,0,0,0,0,0,0,0,41,0,38,0,0,0,44,54,78,48,0,81,0,0,46,48,98,42,36,125,0,52,0,52,0,0,36,0,0,0,109,0,42,59,0,0,0,0,86,0,0,0,57,49,0,0,47,0,38,41,50,48,0,0,0,0,37,38,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-00,43,0,0,0,0,178,70,63,115,0,0,0,0,0,99,0,58,37,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,53,50,0,0,0,0,0,0,0,0,0,0,45,69,0,0,45,0,0,0,0,0,96,0,0,55,0,0,0,0,0,0,0,0,0,0,0,41,0,39,0,0,0,44,55,78,48,0,81,0,0,46,48,98,42,36,126,0,52,0,52,0,0,0,0,0,0,109,0,42,60,0,0,0,0,88,0,0,0,58,49,0,0,47,0,38,44,55,49,37,0,0,38,37,40,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-00,43,0,0,0,0,179,70,64,115,0,0,0,0,0,99,0,58,37,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,53,50,0,0,0,0,0,0,0,0,0,0,45,69,0,0,45,0,0,0,0,0,101,0,0,55,0,0,0,0,0,0,0,0,0,0,0,41,0,40,0,0,0,44,55,78,48,0,81,0,0,47,48,99,42,0,128,0,54,0,52,0,0,0,0,0,0,109,0,42,61,0,0,0,0,88,0,0,0,59,49,0,0,47,0,39,44,55,50,44,0,0,38,42,41,39,40,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-00,43,0,0,0,0,181,70,64,119,0,0,0,0,0,99,0,58,38,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,55,50,0,0,0,0,0,0,0,0,0,0,45,70,0,0,45,0,0,0,0,0,103,0,0,55,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,45,55,78,50,0,81,0,0,47,48,100,42,0,129,0,56,0,52,0,0,0,0,0,0,110,0,42,61,0,0,0,0,89,0,0,0,59,49,0,0,47,0,39,44,55,50,44,0,0,38,45,43,40,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-00,43,0,0,0,0,181,70,64,119,0,0,0,0,0,99,0,58,39,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,56,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,103,0,0,56,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,45,55,78,51,0,81,0,0,48,48,100,42,0,129,0,56,0,52,0,0,0,0,0,0,111,0,42,62,0,0,0,0,91,0,0,0,59,49,0,0,47,0,39,45,56,55,45,0,0,0,46,44,42,42,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-01,43,0,0,0,0,181,70,64,120,0,0,0,0,0,99,0,58,39,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,105,0,0,57,0,0,0,0,0,0,0,0,0,0,0,41,0,42,0,0,0,45,55,78,51,0,81,0,0,48,48,101,42,0,130,0,57,0,52,0,0,0,0,0,0,111,0,42,62,0,0,0,0,91,0,0,0,59,49,0,0,47,0,39,45,56,56,47,0,0,0,47,44,43,43,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-01,43,0,0,0,0,181,70,64,121,0,0,0,0,0,99,0,58,0,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,106,0,0,57,0,0,0,0,0,0,0,0,0,0,0,41,0,42,0,0,0,45,55,78,51,0,81,0,0,48,48,104,42,0,131,0,59,0,52,0,0,0,0,0,0,113,0,42,62,0,0,0,0,91,0,0,0,60,50,0,0,48,0,39,45,56,57,49,0,0,39,47,44,43,43,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-01,43,0,0,0,0,181,70,64,122,0,0,0,0,0,99,0,58,0,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,106,0,0,57,0,0,0,0,0,0,0,0,0,0,0,41,0,43,0,0,0,45,55,78,51,0,81,0,0,48,48,105,42,0,131,0,59,0,52,0,0,0,0,0,0,114,0,42,62,0,0,0,0,92,0,0,0,60,51,0,0,48,0,39,45,57,57,50,0,0,42,47,44,43,43,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-01,43,0,0,0,0,181,70,64,122,0,0,0,0,0,99,0,58,39,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,107,0,0,58,0,0,0,0,0,0,0,0,0,0,0,41,0,43,0,0,0,48,55,78,52,0,81,0,0,48,48,107,42,0,132,0,60,0,52,0,0,0,0,0,0,115,0,42,62,0,0,0,0,94,0,0,0,60,55,0,0,51,0,0,46,57,58,52,0,0,42,50,45,44,43,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-01,43,0,0,0,0,181,70,64,123,0,0,0,0,0,100,0,58,39,0,0,0,0,0,61,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,107,0,0,59,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,49,56,78,53,0,81,0,0,48,48,107,42,0,132,0,61,0,52,0,0,0,0,0,0,117,0,42,62,0,0,0,0,94,0,0,0,60,55,0,0,51,0,0,47,64,58,57,0,0,42,50,45,44,44,42,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
